Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2516","Oats","2014","2014","kg","0.15","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2516","Oats","2015","2015","kg","0.14","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2516","Oats","2016","2016","kg","0.15","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2516","Oats","2017","2017","kg","0.13","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2516","Oats","2018","2018","kg","0.13","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2517","Millet and products","2014","2014","kg","3.74","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2517","Millet and products","2015","2015","kg","3.69","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2517","Millet and products","2016","2016","kg","3.37","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2517","Millet and products","2017","2017","kg","3.15","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2517","Millet and products","2018","2018","kg","3.3","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2518","Sorghum and products","2014","2014","kg","10.27","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2518","Sorghum and products","2015","2015","kg","10.14","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2518","Sorghum and products","2016","2016","kg","9.75","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2518","Sorghum and products","2017","2017","kg","9.98","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2518","Sorghum and products","2018","2018","kg","9.65","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2520","Cereals, Other","2014","2014","kg","9.36","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2520","Cereals, Other","2015","2015","kg","9.1","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2520","Cereals, Other","2016","2016","kg","10.25","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2520","Cereals, Other","2017","2017","kg","10.51","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2520","Cereals, Other","2018","2018","kg","10.41","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2532","Cassava and products","2014","2014","kg","62.54","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2532","Cassava and products","2015","2015","kg","60.87","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2532","Cassava and products","2016","2016","kg","58.48","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2532","Cassava and products","2017","2017","kg","54.35","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2532","Cassava and products","2018","2018","kg","63.08","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2014","2014","kg","17.86","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2015","2015","kg","17.37","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2016","2016","kg","15.32","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2017","2017","kg","14.22","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2018","2018","kg","15.24","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2533","Sweet potatoes","2014","2014","kg","24.88","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2533","Sweet potatoes","2015","2015","kg","24.03","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2533","Sweet potatoes","2016","2016","kg","24.32","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2533","Sweet potatoes","2017","2017","kg","23.5","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2533","Sweet potatoes","2018","2018","kg","25.74","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2535","Yams","2014","2014","kg","2.42","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2535","Yams","2015","2015","kg","2.45","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2535","Yams","2016","2016","kg","2.47","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2535","Yams","2017","2017","kg","2.5","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2535","Yams","2018","2018","kg","2.56","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2534","Roots, Other","2014","2014","kg","15.79","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2534","Roots, Other","2015","2015","kg","16.08","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2534","Roots, Other","2016","2016","kg","14.75","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2534","Roots, Other","2017","2017","kg","14.19","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2534","Roots, Other","2018","2018","kg","13.83","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2536","Sugar cane","2014","2014","kg","3.5","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2536","Sugar cane","2015","2015","kg","5.86","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2536","Sugar cane","2016","2016","kg","9.66","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2536","Sugar cane","2017","2017","kg","2.47","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2536","Sugar cane","2018","2018","kg","3.35","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2537","Sugar beet","2014","2014","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2537","Sugar beet","2015","2015","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2537","Sugar beet","2016","2016","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2537","Sugar beet","2017","2017","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2537","Sugar beet","2018","2018","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2541","Sugar non-centrifugal","2014","2014","kg","0.1","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2541","Sugar non-centrifugal","2015","2015","kg","0.1","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2541","Sugar non-centrifugal","2016","2016","kg","0.1","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2541","Sugar non-centrifugal","2017","2017","kg","0.08","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2541","Sugar non-centrifugal","2018","2018","kg","0.08","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2542","Sugar (Raw Equivalent)","2014","2014","kg","10.18","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2542","Sugar (Raw Equivalent)","2015","2015","kg","10.4","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2542","Sugar (Raw Equivalent)","2016","2016","kg","10.63","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2542","Sugar (Raw Equivalent)","2017","2017","kg","11.05","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2542","Sugar (Raw Equivalent)","2018","2018","kg","11.18","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2543","Sweeteners, Other","2014","2014","kg","0.96","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2543","Sweeteners, Other","2015","2015","kg","1.08","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2543","Sweeteners, Other","2016","2016","kg","1.04","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2543","Sweeteners, Other","2017","2017","kg","0.99","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2543","Sweeteners, Other","2018","2018","kg","1.01","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2745","Honey","2014","2014","kg","0.31","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2745","Honey","2015","2015","kg","0.31","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2745","Honey","2016","2016","kg","0.26","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2745","Honey","2017","2017","kg","0.28","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2745","Honey","2018","2018","kg","0.28","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2546","Beans","2014","2014","kg","7.88","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2546","Beans","2015","2015","kg","7.97","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2546","Beans","2016","2016","kg","8.03","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2546","Beans","2017","2017","kg","8.13","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2546","Beans","2018","2018","kg","7.71","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2547","Peas","2014","2014","kg","1.15","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2547","Peas","2015","2015","kg","1.18","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2547","Peas","2016","2016","kg","1.09","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2547","Peas","2017","2017","kg","1.2","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2547","Peas","2018","2018","kg","1.17","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2549","Pulses, Other and products","2014","2014","kg","6.59","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2549","Pulses, Other and products","2015","2015","kg","7.04","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2549","Pulses, Other and products","2016","2016","kg","7.09","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2549","Pulses, Other and products","2017","2017","kg","7.25","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2549","Pulses, Other and products","2018","2018","kg","7.1","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2551","Nuts and products","2014","2014","kg","0.58","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2551","Nuts and products","2015","2015","kg","0.65","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2551","Nuts and products","2016","2016","kg","0.55","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2551","Nuts and products","2017","2017","kg","0.49","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2551","Nuts and products","2018","2018","kg","0.6","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2555","Soyabeans","2014","2014","kg","0.62","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2555","Soyabeans","2015","2015","kg","0.67","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2555","Soyabeans","2016","2016","kg","0.58","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2555","Soyabeans","2017","2017","kg","0.68","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2555","Soyabeans","2018","2018","kg","0.59","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2556","Groundnuts (Shelled Eq)","2014","2014","kg","2.96","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2556","Groundnuts (Shelled Eq)","2015","2015","kg","3.01","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2556","Groundnuts (Shelled Eq)","2016","2016","kg","3.07","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2556","Groundnuts (Shelled Eq)","2017","2017","kg","3.05","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2556","Groundnuts (Shelled Eq)","2018","2018","kg","2.31","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2557","Sunflower seed","2014","2014","kg","0.53","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2557","Sunflower seed","2015","2015","kg","0.54","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2557","Sunflower seed","2016","2016","kg","0.55","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2557","Sunflower seed","2017","2017","kg","0.52","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2557","Sunflower seed","2018","2018","kg","0.55","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2558","Rape and Mustardseed","2014","2014","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2558","Rape and Mustardseed","2015","2015","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2558","Rape and Mustardseed","2016","2016","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2558","Rape and Mustardseed","2017","2017","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2558","Rape and Mustardseed","2018","2018","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2560","Coconuts - Incl Copra","2014","2014","kg","1.66","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2560","Coconuts - Incl Copra","2015","2015","kg","1.57","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2560","Coconuts - Incl Copra","2016","2016","kg","1.47","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2560","Coconuts - Incl Copra","2017","2017","kg","1.31","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2560","Coconuts - Incl Copra","2018","2018","kg","1.29","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2561","Sesame seed","2014","2014","kg","0.22","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2561","Sesame seed","2015","2015","kg","0.16","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2561","Sesame seed","2016","2016","kg","0.16","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2561","Sesame seed","2017","2017","kg","0.17","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2561","Sesame seed","2018","2018","kg","0.2","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2562","Palm kernels","2016","2016","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2562","Palm kernels","2018","2018","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2563","Olives (including preserved)","2014","2014","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2563","Olives (including preserved)","2015","2015","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2563","Olives (including preserved)","2016","2016","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2563","Olives (including preserved)","2017","2017","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2563","Olives (including preserved)","2018","2018","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2570","Oilcrops, Other","2014","2014","kg","0.01","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2570","Oilcrops, Other","2015","2015","kg","0","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2570","Oilcrops, Other","2016","2016","kg","0.03","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2570","Oilcrops, Other","2017","2017","kg","0.04","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2570","Oilcrops, Other","2018","2018","kg","0.04","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2571","Soyabean Oil","2014","2014","kg","0.49","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2571","Soyabean Oil","2015","2015","kg","0.56","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2571","Soyabean Oil","2016","2016","kg","0.52","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2571","Soyabean Oil","2017","2017","kg","0.59","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2571","Soyabean Oil","2018","2018","kg","0.54","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2572","Groundnut Oil","2014","2014","kg","0.2","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2572","Groundnut Oil","2015","2015","kg","0.18","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2572","Groundnut Oil","2016","2016","kg","0.18","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2572","Groundnut Oil","2017","2017","kg","0.19","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2572","Groundnut Oil","2018","2018","kg","0.18","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2573","Sunflowerseed Oil","2014","2014","kg","0.85","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2573","Sunflowerseed Oil","2015","2015","kg","0.88","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2573","Sunflowerseed Oil","2016","2016","kg","1","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2573","Sunflowerseed Oil","2017","2017","kg","1.13","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2573","Sunflowerseed Oil","2018","2018","kg","1.12","Fc","Calculated data"
"FBS","New Food Balances","5101","Eastern Africa","645","Food supply quantity (kg/capita/yr)","2574","Rape and Mustard Oil","2014","2014","kg","0.06","Fc","Calculated data"
